Temperature,Humidity,Light,CO2,HR,Occupancy
20.89,24.82,435.00,715.83,0.0037879461,1
20.89,24.79,429.00,713.80,0.0037828286,1
20.93,24.79,429.00,709.00,0.0037914222,1
20.89,24.85,429.00,716.20,0.0037920401,1
20.89,24.89,429.00,716.17,0.0037981813,1
20.89,24.95,432.75,725.00,0.0038066255,1
20.89,24.92,429.00,725.00,0.0038024034,1
20.89,24.98,435.00,727.60,0.0038116922,1
20.89,25.00,435.00,729.40,0.0038150701,1
20.89,25.00,441.00,730.80,0.0038150701,1
20.89,25.00,438.00,731.20,0.0038150701,1
20.92,25.00,444.00,736.25,0.0038215689,1
20.98,25.00,441.00,741.00,0.0038359007,1
21.00,24.96,444.00,742.33,0.0038354556,1
21.00,24.91,444.00,742.40,0.0038275200,1
21.03,24.89,444.00,746.75,0.0038300359,1
21.08,24.89,444.00,745.00,0.0038418935,1
21.10,24.89,444.00,742.00,0.0038478344,1
21.10,24.89,444.00,740.80,0.0038478344,1
21.13,24.82,444.00,747.33,0.0038453770,0
21.17,24.86,444.00,745.50,0.0038587704,0
21.20,25.16,444.00,752.67,0.0039144643,1
21.18,25.04,446.67,751.50,0.0038892134,1
21.15,24.92,449.33,750.33,0.0038640316,1
21.18,25.20,454.67,754.33,0.0039159102,1
21.20,25.34,448.00,765.75,0.0039421211,1
21.20,25.39,454.75,782.00,0.0039503404,1
21.23,25.45,453.00,786.67,0.0039659008,1
21.25,25.58,451.60,792.00,0.0039926758,1
21.20,25.76,453.00,800.33,0.0040084031,1
21.20,25.89,454.75,804.33,0.0040282383,1
21.20,26.05,449.50,815.20,0.0040532950,1
21.20,26.10,460.00,829.75,0.0040611256,1
21.20,26.16,442.00,837.17,0.0040700751,1
21.20,26.25,439.00,849.00,0.0040838356,1
21.20,26.29,439.00,853.50,0.0040908838,1
21.22,26.31,439.00,863.40,0.0040985712,1
21.24,26.41,442.00,864.40,0.0041191430,1
21.23,26.50,449.00,871.83,0.0041311655,1
21.22,26.53,454.00,872.25,0.0041334352,1
21.25,26.58,454.00,876.67,0.0041483471,1
21.26,26.57,454.00,890.33,0.0041495712,1
21.29,26.68,454.00,895.17,0.0041756442,1
21.29,26.76,454.00,901.00,0.0041877224,1
21.29,26.79,454.00,910.25,0.0041924488,1
21.32,26.77,454.00,918.50,0.0041953744,1
21.31,26.79,454.00,923.17,0.0041967651,1
21.31,26.79,454.00,926.75,0.0041976288,1
21.36,26.79,454.00,925.50,0.0042097376,1
21.31,26.83,463.00,927.60,0.0042039387,1
21.29,26.89,457.75,935.00,0.0042082040,1
21.35,26.93,463.00,932.00,0.0042307783,1
21.34,26.95,464.00,935.75,0.0042299064,1
21.32,27.00,469.00,946.75,0.0042320630,1
21.39,27.00,461.00,952.00,0.0042516985,1
21.39,27.10,462.33,959.33,0.0042675536,1
21.39,27.08,461.00,967.00,0.0042643825,1
21.39,27.10,464.00,969.00,0.0042675536,1
21.42,27.22,464.00,982.50,0.0042938602,1
21.43,27.23,462.33,983.00,0.0042978784,1
21.41,27.27,453.00,985.40,0.0043006602,1
21.46,27.33,453.00,996.20,0.0043215840,1
21.48,27.36,449.00,1004.50,0.0043326830,1
21.50,27.31,458.00,1004.40,0.0043304523,1
21.50,27.32,460.25,1009.25,0.0043309313,1
21.54,27.72,461.00,1019.00,0.0044061337,1
21.55,27.50,464.00,1034.25,0.0043739315,1
21.60,27.46,464.00,1035.33,0.0043815390,1
21.60,27.46,464.00,1031.00,0.0043815390,1
21.60,27.47,467.75,1028.25,0.0043830118,1
21.60,27.46,473.00,1030.00,0.0043803608,1
21.60,27.50,479.00,1032.25,0.0043874301,1
21.60,27.60,479.00,1033.50,0.0044034974,1
21.60,27.54,479.00,1045.00,0.0043938569,1
21.60,27.53,474.00,1040.25,0.0043914469,1
21.60,27.57,472.33,1044.00,0.0043981415,1
21.63,27.63,477.75,1041.25,0.0044143085,1
21.64,27.72,476.00,1045.80,0.0044330480,1
21.66,27.83,479.00,1054.20,0.0044568997,1
21.68,27.84,474.00,1054.80,0.0044649246,1
21.65,27.84,474.00,1069.80,0.0044557672,1
21.70,27.84,474.00,1073.67,0.0044695095,1
21.70,27.91,474.00,1073.40,0.0044811519,1
21.70,28.07,474.00,1076.75,0.0045071062,1
21.70,27.97,474.00,1086.75,0.0044901265,1
21.70,27.89,484.00,1086.67,0.0044781335,1
21.70,27.95,479.00,1078.83,0.0044864881,1
21.70,27.91,483.00,1077.60,0.0044811519,1
21.70,27.97,489.00,1080.50,0.0044909350,1
21.70,27.92,489.00,1088.75,0.0044820413,1
21.70,27.89,489.00,1083.67,0.0044775945,1
21.70,27.86,482.00,1076.17,0.0044722045,1
21.70,27.93,480.60,1079.40,0.0044847094,1
21.70,28.10,495.25,1088.00,0.0045115534,1
21.70,27.91,484.83,1092.50,0.0044805590,1
21.70,27.96,484.00,1094.67,0.0044891832,1
21.72,27.97,484.00,1091.40,0.0044961582,1
21.70,28.10,484.00,1101.67,0.0045115534,1
21.79,28.07,484.00,1111.00,0.0045311985,1
21.72,28.10,484.00,1119.40,0.0045165568,1
21.76,28.08,484.00,1122.50,0.0045255450,1
21.77,28.13,495.25,1127.50,0.0045344012,1
21.73,28.13,499.00,1131.00,0.0045252957,1
21.78,28.05,499.00,1127.83,0.0045243096,1
21.78,28.09,499.00,1128.86,0.0045307095,1
21.79,28.13,499.00,1123.50,0.0045406848,1
21.79,28.16,490.60,1127.80,0.0045460515,1
21.79,28.26,502.00,1148.67,0.0045626400,1
21.84,28.10,493.00,1151.50,0.0045505977,1
21.82,28.13,493.00,1142.33,0.0045513660,1
21.87,28.25,493.00,1142.00,0.0045838455,1
21.89,28.18,495.67,1146.00,0.0045782506,1
21.89,28.25,499.40,1142.20,0.0045898148,1
21.89,28.29,509.00,1159.80,0.0045957061,1
21.89,28.31,500.60,1168.00,0.0045989791,1
21.89,28.38,506.43,1181.14,0.0046097336,1
21.89,28.39,510.00,1180.00,0.0046120715,1
21.89,28.38,503.00,1183.71,0.0046097336,1
21.89,28.31,503.00,1189.67,0.0045984336,1
21.89,28.32,503.00,1190.00,0.0045997974,1
21.89,28.31,512.00,1178.80,0.0045989791,1
21.89,28.37,518.00,1173.00,0.0046079801,1
21.91,28.37,518.00,1170.60,0.0046150379,1
21.89,28.39,518.00,1178.60,0.0046120715,1
21.89,28.45,513.00,1193.50,0.0046210729,1
21.89,28.45,513.00,1201.50,0.0046210729,1
21.89,28.50,511.33,1189.67,0.0046300745,1
21.89,28.33,518.20,1190.40,0.0046022522,1
21.91,28.31,513.00,1172.67,0.0046038940,1
21.95,28.29,513.00,1177.75,0.0046112743,1
21.93,28.29,519.00,1184.80,0.0046081569,1
22.00,28.29,528.00,1188.25,0.0046268890,1
21.98,28.29,528.00,1189.50,0.0046216789,1
21.95,28.29,528.00,1191.50,0.0046112743,1
21.98,28.29,532.80,1193.00,0.0046206375,1
22.00,28.29,534.25,1190.00,0.0046268890,1
22.00,28.29,528.00,1198.50,0.0046268890,1
22.00,28.20,523.00,1198.00,0.0046120602,1
22.00,28.22,526.00,1194.20,0.0046150259,1
22.00,28.22,534.25,1185.00,0.0046157673,1
22.00,28.27,538.00,1194.00,0.0046231817,1
22.03,28.26,538.00,1193.13,0.0046286388,1
22.06,28.27,538.00,1190.40,0.0046413303,1
22.05,28.34,532.25,1192.25,0.0046493887,1
22.10,28.39,547.50,1200.50,0.0046719785,1
22.08,28.37,544.20,1198.60,0.0046629318,1
22.10,28.39,536.33,1197.00,0.0046719785,1
22.10,28.37,535.00,1197.50,0.0046678336,1
22.06,28.35,534.20,1203.00,0.0046538995,1
22.10,28.39,533.67,1206.50,0.0046719785,1
22.08,28.36,533.67,1207.17,0.0046619542,1
22.10,28.39,535.00,1213.00,0.0046719785,1
22.10,28.36,547.00,1211.50,0.0046664519,1
22.10,28.37,553.40,1208.20,0.0046689941,1
22.10,28.20,550.50,1209.25,0.0046404781,1
22.10,28.20,543.67,1201.67,0.0046404781,1
22.15,28.10,550.75,1189.75,0.0046381156,1
22.10,28.20,555.00,1191.00,0.0046404781,1
22.12,28.07,555.00,1192.17,0.0046231029,1
22.17,28.00,557.67,1184.33,0.0046262171,1
22.18,28.06,555.00,1176.40,0.0046399996,1
22.13,28.00,557.67,1175.67,0.0046167616,1
22.16,27.96,556.40,1173.80,0.0046170039,1
22.20,27.92,555.00,1170.75,0.0046219295,1
22.18,27.95,555.00,1170.25,0.0046194243,1
22.18,27.81,555.00,1168.00,0.0045987393,1
22.20,27.82,555.00,1160.83,0.0046062241,1
22.20,27.79,546.50,1161.00,0.0046006649,1
22.20,27.79,538.00,1166.00,0.0046006649,1
22.20,27.77,543.00,1164.40,0.0045976630,1
22.20,27.72,550.50,1157.75,0.0045894077,1
22.20,27.77,543.00,1148.60,0.0045976630,1
22.20,27.72,547.00,1153.75,0.0045894077,1
22.20,27.70,544.20,1152.40,0.0045856555,1
22.18,27.70,543.00,1147.25,0.0045786266,1
22.20,27.70,544.25,1147.50,0.0045856555,1
22.20,27.70,548.00,1144.00,0.0045856555,1
22.20,27.64,535.71,1137.86,0.0045761260,0
22.20,27.70,543.00,1133.00,0.0045856555,1
22.20,27.60,538.00,1121.20,0.0045689791,1
22.20,27.52,549.33,1110.83,0.0045550829,1
22.20,27.50,547.00,1093.25,0.0045523037,1
22.20,27.54,538.60,1093.20,0.0045589738,1
22.20,27.57,549.33,1102.50,0.0045634206,1
22.20,27.52,548.60,1104.40,0.0045556387,1
22.20,27.58,543.00,1101.75,0.0045656440,1
22.20,27.60,548.50,1098.75,0.0045689791,1
22.20,27.56,555.00,1092.40,0.0045623089,1
22.20,27.50,555.00,1094.00,0.0045523037,1
22.25,27.56,556.40,1092.40,0.0045774456,1
22.22,27.58,556.67,1081.67,0.0045711153,1
22.25,27.58,562.00,1077.00,0.0045788215,1
22.25,27.54,555.60,1074.40,0.0045740993,1
22.29,27.55,558.00,1072.25,0.0045858844,1
22.29,27.50,563.40,1070.40,0.0045775004,1
22.27,27.50,570.00,1071.00,0.0045724512,1
22.29,27.48,565.83,1078.17,0.0045744262,1
22.29,27.50,553.00,1071.75,0.0045775004,1
22.29,27.45,561.83,1066.83,0.0045682781,1
22.29,27.46,562.40,1068.40,0.0045701225,1
22.29,27.37,560.60,1064.20,0.0045557028,1
22.29,27.36,559.67,1060.33,0.0045534672,1
22.31,27.39,569.83,1061.50,0.0045637167,1
22.33,27.37,581.00,1057.00,0.0045668868,1
22.35,27.33,593.00,1057.80,0.0045657564,1
22.39,27.29,601.00,1065.00,0.0045702121,1
22.39,27.29,600.40,1064.20,0.0045702121,1
22.39,27.25,616.00,1061.80,0.0045641390,1
22.39,27.29,603.60,1064.00,0.0045702121,0
22.39,27.27,587.50,1065.25,0.0045664164,0
22.39,27.20,575.00,1050.50,0.0045550296,0
22.39,27.14,579.20,1045.20,0.0045449083,1
22.43,27.04,584.80,1049.60,0.0045402593,1
22.43,27.03,609.67,1041.33,0.0045370938,1
22.43,27.03,625.67,1038.00,0.0045370938,1
22.43,26.98,629.67,1035.17,0.0045283592,1
22.50,27.00,617.00,1040.00,0.0045518497,1
22.50,27.00,624.80,1036.25,0.0045518497,1
22.50,26.96,641.33,1033.25,0.0045456230,1
22.50,26.89,659.40,1037.00,0.0045331700,1
22.58,26.81,644.60,1031.20,0.0045417630,1
22.58,26.79,653.00,1033.00,0.0045369624,1
22.60,26.79,659.00,1032.25,0.0045439054,1
22.60,26.79,660.00,1030.17,0.0045439054,1
22.60,26.72,668.50,1033.00,0.0045323732,1
22.67,26.71,652.50,1030.33,0.0045493138,1
22.68,26.68,652.75,1028.50,0.0045450525,1
22.70,26.70,654.20,1020.40,0.0045563001,1
22.70,26.68,656.17,1023.67,0.0045534352,1
22.72,26.60,650.75,1021.25,0.0045453561,1
22.75,26.60,663.75,1014.75,0.0045516090,1
22.75,26.55,651.00,1017.00,0.0045429908,1
22.79,26.52,648.33,1014.17,0.0045497342,1
22.79,26.60,651.00,1022.50,0.0045641375,1
22.79,26.53,651.00,1027.25,0.0045511745,1
22.84,26.50,651.00,1022.00,0.0045607567,1
22.87,26.46,657.80,1019.00,0.0045614744,1
22.89,26.45,668.00,1020.75,0.0045651328,1
22.89,26.39,668.00,1015.50,0.0045555688,1
22.91,26.39,663.67,1016.00,0.0045606681,1
22.96,26.39,664.60,1011.00,0.0045739500,1
22.96,26.29,668.00,1018.67,0.0045585294,1
23.00,26.29,662.33,1006.33,0.0045687340,1
22.96,26.24,647.80,1008.20,0.0045470634,1
23.00,26.20,651.67,1009.33,0.0045529792,1
23.00,26.20,651.67,1006.17,0.0045529792,1
23.02,26.16,650.00,1004.40,0.0045515239,1
23.03,26.13,653.75,999.75,0.0045467756,1
23.05,26.08,660.00,994.17,0.0045463940,1
23.10,26.00,656.00,992.50,0.0045455919,1
23.10,26.00,660.00,995.67,0.0045455919,1
23.10,26.00,655.00,994.00,0.0045455919,1
23.14,26.00,660.00,990.20,0.0045566818,1
23.18,26.00,655.00,993.40,0.0045677956,1
23.20,26.00,650.00,998.50,0.0045733614,1
23.20,26.00,651.67,997.25,0.0045733614,1
23.20,25.95,653.17,992.50,0.0045636160,1
23.22,25.92,653.75,996.50,0.0045649919,1
23.22,25.82,659.75,993.75,0.0045468061,1
23.26,25.86,338.33,997.33,0.0045646047,0
23.29,25.98,197.17,996.50,0.0045946213,0
23.27,25.87,184.00,998.60,0.0045703119,0
23.29,25.89,173.20,993.40,0.0045788834,0
23.27,25.87,193.00,994.25,0.0045681711,0
23.29,25.89,193.00,990.17,0.0045788834,0
23.25,25.83,178.00,984.00,0.0045548137,0
23.25,25.85,184.00,983.60,0.0045617532,0
23.26,25.79,186.00,983.33,0.0045533423,0
23.27,25.77,178.00,974.60,0.0045528721,0
23.25,25.72,178.00,961.00,0.0045352713,0
23.29,25.72,173.50,954.25,0.0045490428,0
23.25,25.70,174.50,951.50,0.0045326065,0
23.22,25.68,169.67,952.50,0.0045213823,0
23.22,25.68,168.50,946.33,0.0045213823,0
23.20,25.60,171.00,942.00,0.0045024927,0
23.20,25.60,176.00,933.20,0.0045024927,0
23.20,25.58,176.00,928.80,0.0044989497,0
23.20,25.55,177.25,924.00,0.0044936352,0
23.20,25.55,171.00,918.00,0.0044936352,0
23.20,25.50,171.00,912.75,0.0044847780,0
23.20,25.50,171.00,907.00,0.0044847780,0
23.19,25.53,268.71,899.29,0.0044859362,0
23.20,25.70,538.75,917.25,0.0045202083,1
23.20,25.79,627.60,919.80,0.0045365077,0
23.20,25.65,638.00,938.25,0.0045113504,0
23.20,25.53,634.00,922.17,0.0044906828,0
23.20,25.50,629.00,899.00,0.0044847780,0
23.20,25.52,557.67,895.33,0.0044877304,0
23.20,25.72,547.00,899.75,0.0045241945,1
23.20,25.54,543.00,894.40,0.0044918637,1
23.18,25.52,561.83,880.33,0.0044831792,1
23.15,25.50,597.75,879.75,0.0044711458,1
23.20,25.50,561.50,870.50,0.0044847780,1
23.20,25.50,598.40,866.20,0.0044847780,1
23.18,25.50,609.60,866.40,0.0044793207,1
23.20,25.53,587.00,869.75,0.0044892066,1
23.20,25.58,596.80,874.20,0.0044989497,1
23.18,25.60,595.00,877.50,0.0044956449,1
23.18,25.70,608.33,879.00,0.0045156240,1
23.20,25.68,611.60,875.50,0.0045166651,1
23.20,25.70,610.20,881.33,0.0045202083,1
23.22,25.70,616.60,882.40,0.0045251640,1
23.23,25.72,608.33,883.00,0.0045311328,1
23.25,25.68,609.00,884.50,0.0045315347,1
23.27,25.72,599.00,888.25,0.0045428195,1
23.27,25.77,594.80,889.40,0.0045528721,1
23.29,25.79,585.75,895.00,0.0045610678,1
23.29,25.79,584.80,894.40,0.0045610678,1
23.29,25.79,592.75,898.25,0.0045610678,1
23.29,25.79,586.50,898.00,0.0045610678,1
23.29,25.79,585.00,898.80,0.0045610678,1
23.29,25.79,576.75,901.00,0.0045610678,1
23.29,25.79,566.00,900.14,0.0045610678,1
23.29,25.77,560.00,898.25,0.0045570594,1
23.29,25.75,566.00,895.60,0.0045546544,1
23.29,25.79,569.33,892.33,0.0045616616,1
23.29,26.16,561.00,911.17,0.0046269906,1
23.29,25.89,561.00,912.00,0.0045788834,1
23.29,25.89,561.00,913.00,0.0045788834,1
23.29,26.06,558.30,921.40,0.0046090237,1
23.29,26.23,555.60,929.80,0.0046391670,1
23.29,26.46,558.80,951.80,0.0046797388,1
23.29,26.58,546.00,956.75,0.0047009475,1
23.29,26.62,546.00,968.00,0.0047089680,1
23.29,26.75,542.80,966.00,0.0047328524,1
23.29,26.79,544.80,971.80,0.0047392694,1
23.29,26.87,541.40,983.00,0.0047535299,1
23.33,26.96,538.00,993.60,0.0047804825,1
23.29,27.00,538.40,999.60,0.0047767046,1
23.35,27.08,538.40,1005.40,0.0048084905,1
23.32,27.10,534.50,1013.75,0.0048018326,1
23.29,27.14,538.80,1019.80,0.0048016639,1
23.29,27.26,531.00,1023.00,0.0048230592,1
23.29,27.41,526.83,1027.50,0.0048495082,1
23.29,27.42,526.75,1038.50,0.0048511427,1
23.29,27.50,519.67,1049.00,0.0048658541,1
23.29,27.50,505.80,1051.80,0.0048658541,1
23.32,27.59,493.00,1056.00,0.0048896351,1
23.29,27.65,503.50,1054.50,0.0048926039,1
23.29,27.77,496.20,1066.60,0.0049143621,1
23.29,27.70,513.00,1074.00,0.0049015210,1
23.29,27.79,520.50,1068.25,0.0049175724,1
23.33,27.87,528.00,1075.60,0.0049445784,1
23.29,27.92,516.75,1085.25,0.0049403134,1
23.29,27.96,513.00,1096.33,0.0049484886,1
23.30,28.01,503.71,1099.14,0.0049618904,1
23.32,28.10,503.00,1108.83,0.0049829677,1
23.29,28.10,498.00,1117.00,0.0049728670,1
23.29,28.24,481.60,1116.00,0.0049971283,1
23.29,28.35,484.00,1120.20,0.0050174665,1
23.29,28.39,483.40,1120.60,0.0050246030,1
23.29,28.53,485.00,1129.33,0.0050501768,1
23.29,28.58,478.00,1132.25,0.0050576114,1
23.29,28.60,478.75,1132.50,0.0050620723,1
23.29,28.68,474.00,1142.83,0.0050769423,1
23.29,28.77,473.00,1152.00,0.0050927648,1
23.29,28.79,474.00,1156.75,0.0050959770,1
23.29,28.89,479.00,1159.33,0.0051138230,1
23.25,28.91,476.00,1160.80,0.0051065410,1
23.25,28.92,467.75,1160.00,0.0051051662,1
23.24,28.98,464.00,1167.00,0.0051126851,1
23.20,29.05,464.00,1171.00,0.0051142630,1
23.22,29.15,464.00,1175.50,0.0051390541,1
23.20,29.20,453.00,1181.00,0.0051408889,1
23.20,29.20,464.00,1192.00,0.0051408889,1
23.20,29.20,464.00,1197.75,0.0051408889,1
23.20,29.25,461.00,1198.20,0.0051504747,1
23.20,29.33,464.00,1196.50,0.0051639664,1
23.20,29.36,464.00,1203.25,0.0051687004,1
23.14,29.46,469.00,1209.00,0.0051674018,1
23.13,29.47,469.00,1212.25,0.0051655939,1
23.10,29.50,463.00,1219.60,0.0051625773,1
23.10,29.55,465.25,1218.75,0.0051714002,1
23.10,29.60,466.00,1221.60,0.0051802233,1
23.10,29.62,469.00,1219.80,0.0051837526,1
23.10,29.70,466.50,1224.67,0.0051978703,1
23.10,29.75,469.00,1233.75,0.0052058118,1
23.10,29.84,469.00,1235.75,0.0052225778,1
23.10,29.84,469.00,1239.50,0.0052225778,1
23.09,29.89,465.67,1245.00,0.0052268458,1
23.07,29.86,464.00,1247.25,0.0052149047,1
23.03,29.92,469.00,1246.00,0.0052123506,1
23.02,29.96,462.33,1245.17,0.0052177486,1
23.00,30.00,465.00,1254.60,0.0052188756,1
23.00,30.00,461.00,1261.20,0.0052188756,1
23.00,30.00,464.00,1261.00,0.0052188756,1
23.00,30.02,462.33,1263.67,0.0052217993,1
23.00,30.06,461.00,1270.20,0.0052294011,1
23.00,30.08,464.00,1273.25,0.0052320326,1
23.00,30.12,461.00,1280.20,0.0052399270,1
23.00,30.15,469.00,1284.50,0.0052451900,1
23.00,30.23,462.33,1285.17,0.0052592253,1
23.00,30.29,462.33,1290.67,0.0052697522,1
22.97,30.30,460.43,1294.57,0.0052621521,1
22.92,30.29,464.00,1294.00,0.0052432718,1
22.91,30.29,461.00,1301.00,0.0052415106,1
22.91,30.31,462.33,1313.17,0.0052432445,1
22.89,30.34,464.00,1312.75,0.0052431846,1
22.95,30.39,469.00,1311.50,0.0052695717,1
22.93,30.37,469.00,1317.60,0.0052607636,1
22.96,30.39,469.00,1327.50,0.0052754746,1
22.94,30.39,469.00,1330.29,0.0052672934,1
22.93,30.46,466.00,1330.00,0.0052775665,1
22.92,30.50,465.25,1328.75,0.0052799319,1
22.94,30.41,456.14,1330.00,0.0052697904,1
22.96,30.41,454.00,1321.80,0.0052769624,1
22.89,30.45,454.00,1321.50,0.0052614836,1
22.93,30.60,454.00,1331.60,0.0053027323,1
22.91,30.60,454.00,1336.83,0.0052944250,1
22.89,30.68,454.00,1340.00,0.0053024423,1
22.95,30.70,454.00,1350.75,0.0053237853,1
22.89,30.68,454.00,1356.00,0.0053015708,1
22.89,30.68,454.00,1351.75,0.0053015708,1
22.89,30.75,454.00,1360.17,0.0053137723,1
22.89,30.79,454.00,1364.20,0.0053216164,1
22.89,30.75,454.00,1363.20,0.0053153411,1
22.89,30.79,454.00,1363.17,0.0053216164,1
22.89,30.79,454.00,1367.00,0.0053216164,1
22.89,30.79,454.00,1368.50,0.0053216164,1
22.91,30.79,454.00,1365.80,0.0053287740,1
22.89,30.89,454.00,1361.60,0.0053390483,1
22.89,30.87,465.25,1372.00,0.0053346902,1
22.89,30.89,465.25,1385.25,0.0053390483,1
22.89,30.89,469.00,1386.40,0.0053390483,1
22.89,30.89,469.00,1393.17,0.0053390483,1
22.89,30.85,469.00,1393.00,0.0053320754,1
22.89,30.79,460.00,1389.00,0.0053216164,1
22.89,30.79,454.00,1385.20,0.0053216164,1
22.89,30.86,454.00,1377.33,0.0053332376,1
22.89,30.86,454.00,1383.83,0.0053332376,1
22.89,30.83,442.00,1388.60,0.0053285890,1
22.89,30.87,449.50,1377.50,0.0053346902,1
22.89,30.89,451.60,1374.00,0.0053390483,1
22.89,30.89,451.60,1377.60,0.0053390483,1
22.89,30.89,456.80,1373.00,0.0053390483,1
22.87,30.84,444.00,1372.25,0.0053221954,1
22.89,30.89,444.00,1376.00,0.0053390483,1
22.84,30.84,444.00,1361.75,0.0053140696,1
22.79,30.81,444.00,1356.60,0.0052926533,1
22.79,30.84,444.00,1363.00,0.0052978508,1
22.79,30.83,444.00,1363.80,0.0052961183,1
22.79,30.89,444.00,1363.50,0.0053065133,1
22.79,30.89,444.00,1369.33,0.0053065133,1
22.79,30.92,444.00,1366.25,0.0053112778,1
22.79,30.89,444.00,1372.57,0.0053065133,1
22.79,30.89,444.00,1361.67,0.0053065133,1
22.79,30.89,444.00,1367.25,0.0053065133,1
22.79,30.89,444.00,1359.00,0.0053065133,1
22.79,30.93,444.00,1363.80,0.0053141365,1
22.79,30.89,444.00,1353.75,0.0053065133,1
22.79,31.00,444.00,1356.33,0.0053255717,1
22.79,31.00,444.00,1363.80,0.0053255717,1
22.77,31.02,444.00,1364.00,0.0053231743,1
22.79,31.05,444.00,1373.33,0.0053342350,1
22.77,31.13,440.25,1374.25,0.0053398777,1
22.79,31.08,444.00,1369.00,0.0053400106,1
22.79,31.08,444.75,1360.75,0.0053385667,1
22.79,31.11,441.29,1359.50,0.0053453739,1
22.75,31.15,447.00,1366.33,0.0053368539,1
22.77,31.20,439.80,1377.00,0.0053543290,1
22.79,31.20,441.00,1379.50,0.0053602263,1
22.75,31.20,442.50,1379.25,0.0053454939,1
22.72,31.20,442.50,1381.50,0.0053381411,1
22.75,31.29,438.00,1381.00,0.0053610465,1
22.73,31.17,441.00,1374.00,0.0053348363,1
22.73,31.21,441.00,1372.50,0.0053428929,1
22.70,31.10,442.50,1369.75,0.0053135654,1
22.70,31.12,443.40,1368.60,0.0053170117,1
22.72,31.20,441.00,1368.33,0.0053356922,1
22.70,31.17,441.00,1365.33,0.0053250532,1
22.72,31.20,441.00,1370.50,0.0053356922,1
22.72,31.20,441.00,1366.33,0.0053356922,1
22.70,31.20,442.50,1373.50,0.0053307972,1
22.75,31.22,438.00,1378.50,0.0053493820,1
22.70,31.27,441.00,1377.17,0.0053432048,1
22.70,31.25,447.00,1401.17,0.0053385519,1
22.70,31.27,442.50,1395.33,0.0053424293,1
22.70,31.29,447.00,1401.00,0.0053463067,1
22.70,31.29,444.00,1400.50,0.0053463067,1
22.70,31.29,447.00,1394.00,0.0053463067,1
22.70,31.29,447.00,1394.60,0.0053463067,1
22.70,31.29,447.00,1389.67,0.0053463067,1
22.70,31.29,447.00,1377.20,0.0053463067,1
22.70,31.29,447.00,1387.00,0.0053463067,1
22.70,31.38,439.00,1393.43,0.0053610784,1
22.70,31.39,447.00,1393.75,0.0053635404,1
22.70,31.39,441.40,1392.60,0.0053635404,1
22.70,31.37,438.60,1394.20,0.0053600936,1
22.70,31.42,440.00,1396.25,0.0053682798,1
22.70,31.39,443.50,1390.50,0.0053635404,1
22.72,31.37,436.50,1397.50,0.0053666152,1
22.70,31.42,433.00,1398.25,0.0053682798,1
22.70,31.47,433.00,1402.25,0.0053777588,1
22.70,31.38,433.00,1398.00,0.0053615708,1
22.70,31.29,433.00,1384.25,0.0053463067,1
22.70,31.29,433.00,1387.33,0.0053463067,1
22.70,31.29,433.00,1392.50,0.0053463067,1
22.70,31.24,433.00,1384.80,0.0053370009,1
22.72,31.32,433.00,1388.00,0.0053579864,1
22.70,31.27,433.00,1384.60,0.0053428601,1
22.70,31.28,433.00,1373.33,0.0053437218,1
22.70,31.18,433.00,1368.80,0.0053273508,1
22.70,31.20,433.00,1364.00,0.0053307972,1
22.70,31.15,433.00,1357.50,0.0053221812,1
22.70,31.20,433.00,1352.00,0.0053307972,1
22.70,31.20,433.00,1357.00,0.0053307972,1
22.70,31.10,433.00,1361.75,0.0053135654,1
22.70,31.10,433.00,1356.00,0.0053135654,1
22.70,31.10,433.00,1344.25,0.0053135654,1
22.70,31.05,433.00,1357.75,0.0053049498,1
22.70,31.10,433.00,1355.75,0.0053135654,1
22.70,31.10,433.00,1354.67,0.0053135654,1
22.70,31.02,433.00,1343.33,0.0052992062,1
22.70,31.05,433.00,1334.17,0.0053049498,1
22.72,30.97,433.00,1340.25,0.0052988856,1
22.74,30.93,433.00,1336.80,0.0052966152,1
22.77,31.00,433.00,1335.75,0.0053182491,1
22.73,31.00,433.00,1342.33,0.0053060644,1
22.72,31.00,433.00,1348.80,0.0053021706,1
22.70,31.00,433.00,1353.25,0.0052963345,1
22.70,30.91,433.00,1339.00,0.0052811721,1
22.70,30.95,433.00,1338.25,0.0052868579,1
22.70,30.96,433.00,1347.60,0.0052887532,1
22.70,30.97,433.00,1338.75,0.0052915962,1
22.70,30.89,433.00,1318.00,0.0052773816,1
22.70,30.87,433.00,1311.17,0.0052745100,1
22.66,30.83,433.00,1306.50,0.0052541676,1
22.68,30.87,433.00,1316.67,0.0052674855,1
22.70,30.89,433.00,1306.33,0.0052773816,1
22.70,30.79,429.50,1300.50,0.0052601527,1
22.68,30.72,433.00,1298.67,0.0052405012,1
22.68,30.75,424.60,1298.20,0.0052443715,1
22.70,30.77,426.00,1292.50,0.0052562763,1
22.68,30.72,426.00,1288.50,0.0052405012,1
22.70,30.70,433.00,1299.67,0.0052446475,1
22.65,30.65,423.67,1285.33,0.0052200380,1
22.70,30.68,426.00,1286.00,0.0052403406,1
22.60,30.58,419.00,1284.33,0.0051926715,1
22.60,30.58,422.50,1275.25,0.0051912448,1
22.60,30.60,419.00,1273.80,0.0051955249,1
22.60,30.60,419.00,1271.80,0.0051955249,1
22.60,30.55,419.00,1273.33,0.0051869647,1
22.60,30.58,419.00,1261.75,0.0051921008,1
